preferred_label,cluster_status,label_cluster_0,label_cluster_1,label_cluster_2,skill_id
manage storage operations,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,2032
direct photographic workers,,,,,2033
carry out feeding operations,,,,,2034
foreign affairs,manually_reassigned,Sales & Communication,Communication,Public Relations,2035
pen components,,,,,2036
aircraft flight control systems,,,,,2037
check the quality of raw materials at reception,,,,,2038
attach roofing cover,,,,,2039
traffic signs,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,2040
plan engineering activities,,,,,2041
use dialect,,,,,2042
process latex mixtures,,,,,2043
acoustics,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,2044
performance diagnosis,assigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,2045
communicate in specialised nursing care,,,,,2046
advise on public relations,,,,,2047
leather technology,,,,,2048
behavioural science,manually_reassigned,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,2049
interpret hematological test results,,,,,2050
ask key questions about requirements of the artistic work,assigned,Information & Communication Technologies,Information & Communication Technologies,Data Analytics,2051
greet guests,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,2052
label medical laboratory samples,,,,,2053
welcome spectators,assigned,Sales & Communication,Communication,Public Relations,2054
maintain dental instruments,,,,,2055
communications sector policies,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,2056
ensure continuous preparedness for audits,,,,,2057
maintain ropes,,,,,2058
maintain shipboard machinery,,,,,2059
set colour profiles,,,,,2060
chemical reactions of roasting cacao beans,,,,,2061
collect fees for toilet usage,,,,,2062
hair colouring,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",2063
diagnose heart conditions,manually_reassigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,2064
solder electronics,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,2065
traditional Chinese medicine,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,2066
leather goods components,,,,,2067
understand written Turkish,,,,,2069
drug investigations,,,,,2070
CAM software,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,2071
teach boating principles,,,,,2072
train dealers,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",2073
measure electrical characteristics,,,,,2074
halal slaughtering practices,,,,,2075
follow safety precautions in a gaming room,,,,,2076
write risk assessment on performing arts production,,,,,2077
advise customers on photography,,,,,2078
maintain mulberry trees,,,,,2079
abrasive blasting processes,,,,,2080
ensure compliance with waste legislative regulations,,,,,2081
cued speech,,,,,2082
supervise movement of crew,,,,,2083
check vehicle parts on delivery,,,,,2084
imprint visionary aspirations into the business management,,,,,2085
Danish,clustered,Transversal skills,Languages,Languages,2086
develop an artistic framework,,,,,2087
psychological effects of war,,,,,2088
study roles from scripts,,,,,2089
advise on weather-related issues,,,,,2090
prepare flower arrangements,,,,,2091
design medical devices,clustered,Sales & Communication,Communication,Multimedia & Product Design,2092
tend corn starch extraction machines,,,,,2093
use packaging equipment,,,,,2094
transfer medication,,,,,2095
interface with anti-mining lobbyists,,,,,2096
pack charcoal,,,,,2097
manage a multidisciplinary team involved in patient care,,,,,2098
oversee production requirements,,,,,2099
handle seasonal sales,assigned,Sales & Communication,Customer Services & Sales,Sales,2100
assist in veterinary surgery,,,,,2101
forecast human population trends,,,,,2102
operate cash point,,,,,2103
manage human resources,clustered,"Business Administration, Finance & Law",Business Administration,Human Resources,2104
set up drip irrigation system,,,,,2105
types of fuels,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,2106
impact of social contexts on health,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,2107
advise legislators,,,,,2108
produce harp components,,,,,2109
supervise video and motion picture editing team,,,,,2110
land use for airport planning,,,,,2111
food canning production line,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,2112
Adobe Illustrator,clustered,Sales & Communication,Communication,Multimedia & Product Design,2113
conduct ante-mortem veterinary health inspection,,,,,2114
tend milk filling machines,,,,,2115
maintain personal development in psychotherapy,assigned,"Healthcare, Social Work & Research",Healthcare,Psychology & Mental Health,2116
maintain camping facilities,,,,,2117
compile detailed collection inventory,assigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,2118
monitor parking areas to maintain security,,,,,2119
apply arc welding techniques,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,2120
restorative justice,reassigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,2121
carry out cross merchandising,,,,,2122
calculation of food energy,,,,,2123
communication related to hearing impairment,,,,,2124
zoo regulations,,,,,2125
perform business analysis,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,2126
build garden masonry,,,,,2127
apply coating to electrical equipment,,,,,2128
optomechanical devices,,,,,2129
allergic cosmetics reactions,,,,,2130
tend bleacher,,,,,2131
medical terminology,clustered,"Healthcare, Social Work & Research",Healthcare,Public Health Administration,2132
involve service users and carers in care planning,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,2133
prepare equipment for textile printing,,,,,2134
create a safe environment to put participants at ease,,,,,2135
handle delivery of furniture goods,,,,,2136
drive in urban areas,assigned,Education,Education,Extracurricular & Sports Activities,2137
maintain edged hand tools,,,,,2138
coordinate shifts,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,2139
teach pharmacy principles,,,,,2140
analyse score,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,2141
liaise with genetic laboratories,,,,,2142
take pharmaceutical inventory,,,,,2143
liaise with local authorities,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,2144
conduct flight proficiency checks,,,,,2145
provide ICT consulting advice,manually_reassigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,2146
identify nutritional properties of food,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",2147
synchronise pumphouse activities,,,,,2148
test circuitry,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,2149
show three-dimensional imagination,,,,,2150
provide flock medical treatment,,,,,2151
work in a rail transport team,,,,,2152
define artistic vision,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,2153
grind terrazzo,,,,,2154
align software with system architectures,,,,,2155
monitor gauge,,,,,2156
radars,clustered,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Electrical Engineering,2157
manage corrective actions,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,2158
work with cultural venue specialists,,,,,2159
instruct grant recipient,assigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,2160
provide mentorship,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,2161
Kurdish,clustered,Transversal skills,Languages,Languages,2162
maintain electrical engines,,,,,2163
carry out specialised procedures for pigs,,,,,2164
record production data for quality control,,,,,2165
maintain aquaculture cage equipment,,,,,2166
analyse energy market trends,,,,,2167
clean household linens,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality",Cleaning Services,2168
Nessus,clustered,Information & Communication Technologies,Information & Communication Technologies,Security & Cybersecurity,2169
operate furniture machinery,,,,,2170
perform forensic preservations of digital devices,,,,,2171
instruct customers on ammunition's usage,,,,,2172
allocate bills,assigned,Sales & Communication,"Procurement, Logistics & Trade",International Trade,2173
adapt props,,,,,2174
operate diesel propulsion plants,,,,,2175
asylum systems,,,,,2176
operate voice picking systems,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,2177
